monthseq,month,flodfreqcl,floddurcl,pondfreqcl,ponddurcl,ponddep.l,ponddep.r,ponddep.h,dlyavgprecip.l,dlyavgprecip.r,dlyavgprecip.h,dlyavgpotet.l,dlyavgpotet.r,dlyavgpotet.h,cokey,comonthkey
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728613,185909795
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728613,185909796
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728613,185909797
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728613,185909798
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728613,185909799
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728613,185909800
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728613,185909801
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728613,185909802
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728613,185909803
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728613,185909804
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728613,185909805
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728613,185909806
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728614,185909807
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728614,185909808
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728614,185909809
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728614,185909810
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728614,185909811
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728614,185909812
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728614,185909813
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728614,185909814
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728614,185909815
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728614,185909816
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728614,185909817
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728614,185909818
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728615,185909819
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728615,185909820
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728615,185909821
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728615,185909822
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728615,185909823
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728615,185909824
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728615,185909825
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728615,185909826
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728615,185909827
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728615,185909828
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728615,185909829
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728615,185909830
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728616,185909831
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728616,185909832
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728616,185909833
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728616,185909834
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728616,185909835
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728616,185909836
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728616,185909837
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728616,185909838
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728616,185909839
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728616,185909840
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728616,185909841
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728616,185909842
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728569,185909255
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728569,185909256
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728569,185909257
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728569,185909258
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728569,185909259
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728569,185909260
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728569,185909261
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728569,185909262
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728569,185909263
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728569,185909264
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728569,185909265
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728569,185909266
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728570,185909267
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728570,185909268
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728570,185909269
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728570,185909270
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728570,185909271
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728570,185909272
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728570,185909273
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728570,185909274
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728570,185909275
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728570,185909276
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728570,185909277
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728570,185909278
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728620,185909879
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728620,185909880
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728620,185909881
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728620,185909882
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728620,185909883
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728620,185909884
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728620,185909885
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728620,185909886
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728620,185909887
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728620,185909888
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728620,185909889
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728620,185909890
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728557,185909111
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728557,185909112
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728557,185909113
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728557,185909114
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728557,185909115
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728557,185909116
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728557,185909117
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728557,185909118
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728557,185909119
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728557,185909120
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728557,185909121
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728557,185909122
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728558,185909123
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728558,185909124
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728558,185909125
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728558,185909126
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728558,185909127
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728558,185909128
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728558,185909129
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728558,185909130
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728558,185909131
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728558,185909132
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728558,185909133
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728558,185909134
1,January,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728559,185909135
2,February,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728559,185909136
3,March,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728559,185909137
4,April,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728559,185909138
5,May,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728559,185909139
6,June,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728559,185909140
7,July,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728559,185909141
8,August,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728559,185909142
9,September,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728559,185909143
10,October,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728559,185909144
11,November,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728559,185909145
12,December,Frequent,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728559,185909146
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728560,185909147
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728560,185909148
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728560,185909149
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728560,185909150
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728560,185909151
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728560,185909152
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728560,185909153
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728560,185909154
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728560,185909155
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728560,185909156
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728560,185909157
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728560,185909158
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728586,185909459
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728586,185909460
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728586,185909461
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728586,185909462
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728586,185909463
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728586,185909464
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728586,185909465
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728586,185909466
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728586,185909467
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728586,185909468
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728586,185909469
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728586,185909470
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728587,185909471
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728587,185909472
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728587,185909473
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728587,185909474
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728587,185909475
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728587,185909476
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728587,185909477
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728587,185909478
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728587,185909479
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728587,185909480
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728587,185909481
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728587,185909482
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728588,185909483
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728588,185909484
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728588,185909485
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728588,185909486
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728588,185909487
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728588,185909488
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728588,185909489
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728588,185909490
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728588,185909491
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728588,185909492
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728588,185909493
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728588,185909494
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728617,185909843
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728617,185909844
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728617,185909845
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728617,185909846
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728617,185909847
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728617,185909848
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728617,185909849
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728617,185909850
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728617,185909851
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728617,185909852
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728617,185909853
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728617,185909854
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728618,185909855
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728618,185909856
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728618,185909857
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728618,185909858
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728618,185909859
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728618,185909860
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728618,185909861
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728618,185909862
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728618,185909863
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728618,185909864
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728618,185909865
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728618,185909866
1,January,Very frequent,Very brief (4 to 48 hours),Frequent,Very brief (4 to 48 hours),0,45,91,NA,NA,NA,NA,NA,NA,17728596,185909579
2,February,Very frequent,Very brief (4 to 48 hours),Frequent,Very brief (4 to 48 hours),0,45,91,NA,NA,NA,NA,NA,NA,17728596,185909580
3,March,Very frequent,Very brief (4 to 48 hours),Frequent,Very brief (4 to 48 hours),0,45,91,NA,NA,NA,NA,NA,NA,17728596,185909581
4,April,Very frequent,Very brief (4 to 48 hours),Frequent,Very brief (4 to 48 hours),0,45,91,NA,NA,NA,NA,NA,NA,17728596,185909582
5,May,Very frequent,Very brief (4 to 48 hours),Frequent,Very brief (4 to 48 hours),0,45,91,NA,NA,NA,NA,NA,NA,17728596,185909583
6,June,Very frequent,Very brief (4 to 48 hours),Frequent,Very brief (4 to 48 hours),0,45,91,NA,NA,NA,NA,NA,NA,17728596,185909584
7,July,Very frequent,Very brief (4 to 48 hours),Frequent,Very brief (4 to 48 hours),0,45,91,NA,NA,NA,NA,NA,NA,17728596,185909585
8,August,Very frequent,Very brief (4 to 48 hours),Frequent,Very brief (4 to 48 hours),0,45,91,NA,NA,NA,NA,NA,NA,17728596,185909586
9,September,Very frequent,Very brief (4 to 48 hours),Frequent,Very brief (4 to 48 hours),0,45,91,NA,NA,NA,NA,NA,NA,17728596,185909587
10,October,Very frequent,Very brief (4 to 48 hours),Frequent,Very brief (4 to 48 hours),0,45,91,NA,NA,NA,NA,NA,NA,17728596,185909588
11,November,Very frequent,Very brief (4 to 48 hours),Frequent,Very brief (4 to 48 hours),0,45,91,NA,NA,NA,NA,NA,NA,17728596,185909589
12,December,Very frequent,Very brief (4 to 48 hours),Frequent,Very brief (4 to 48 hours),0,45,91,NA,NA,NA,NA,NA,NA,17728596,185909590
1,January,Very rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728597,185909591
2,February,Very rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728597,185909592
3,March,Very rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728597,185909593
4,April,Very rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728597,185909594
5,May,Very rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728597,185909595
6,June,Very rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728597,185909596
7,July,Very rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728597,185909597
8,August,Very rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728597,185909598
9,September,Very rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728597,185909599
10,October,Very rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728597,185909600
11,November,Very rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728597,185909601
12,December,Very rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728597,185909602
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728564,185909195
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728564,185909196
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728564,185909197
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728564,185909198
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728564,185909199
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728564,185909200
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728564,185909201
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728564,185909202
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728564,185909203
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728564,185909204
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728564,185909205
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728564,185909206
